sender,message,conversation_history,receiver
3,"Je mag kritiek hebben op Israël. Je mag kritiek hebben op beleid van de regering daar. Ook dat is een recht dat we met z'n allen hebben. Ik zal niemand tegenhouden om die kritiek te uiten. Maar het mag nooit een excuus worden om daarmee onder het mom van kritiek op Israël op te schuiven in de richting van antisemitisme. Daar ligt een grens. Die grens is niet aan mij, maar aan het OM en de rechter. Het is wel een grens die natuurlijk in de gaten gehouden wordt. Dus nee, ik zet mensen die kritiek hebben op Israël of op de regering helemaal niet weg. Daar hebben ze alle en het volste recht toe.","Sender: Van Weel, message: Ik denk dat het samen kan gaan. Er zullen ook landelijke initiatieven komen en die zullen ook in deze strategie staan. Tegelijkertijd gaan we zeker faciliteren wat er op lokaal niveau gebeurt en waarvan we denken dat het bijdraagt aan de dialoog en het tegengaan van antisemitisme., Sender: El Abassi, message: Discriminatie is verwerpelijk en antisemitisme is walgelijk. Dat moeten we ook keihard bestrijden wat ons betreft. Tegelijkertijd zien we dat mensen, Nederlanders die kritiek uiten op de staat Israël, weggezet worden als antisemieten. Deelt de minister met mij dat het wegzetten van die mensen als antisemieten niet hoort?",15
15,"Ik hoorde net een goed voorbeeld over een afbeelding met ""Juden raus"". Dat is verwerpelijk, maar daar hebben we hier niet over. We zien fractievoorzitters tweets sturen dat ze burgemeesters het land uit willen sturen. We zien partijen die NS in de schoenen schuiven dat ze antisemitisme faciliteren. Dat is de route waar we nu heen lijken te gaan. Vanochtend kwam Sharon Dijksma, de burgemeester van mijn stad, met de vraag of eigenlijk het verzoek richting het kabinet om afstand te nemen van deze uitspraken. Mijn vraag aan de minister is of hij ook afstand neemt van deze uitspraken.","Sender: El Abassi, message: Discriminatie is verwerpelijk en antisemitisme is walgelijk. Dat moeten we ook keihard bestrijden wat ons betreft. Tegelijkertijd zien we dat mensen, Nederlanders die kritiek uiten op de staat Israël, weggezet worden als antisemieten. Deelt de minister met mij dat het wegzetten van die mensen als antisemieten niet hoort?, Sender: Van Weel, message: Je mag kritiek hebben op Israël. Je mag kritiek hebben op beleid van de regering daar. Ook dat is een recht dat we met z'n allen hebben. Ik zal niemand tegenhouden om die kritiek te uiten. Maar het mag nooit een excuus worden om daarmee onder het mom van kritiek op Israël op te schuiven in de richting van antisemitisme. Daar ligt een grens. Die grens is niet aan mij, maar aan het OM en de rechter. Het is wel een grens die natuurlijk in de gaten gehouden wordt. Dus nee, ik zet mensen die kritiek hebben op Israël of op de regering helemaal niet weg. Daar hebben ze alle en het volste recht toe.",3
3,"Ik ga over mijn eigen uitspraken, en daar zult u mij over horen. Ik heb me wel aangesloten bij de woorden van de burgemeester van Den Haag, de stad waar we nu zijn. Hij zei: laten we niet conflicten importeren, maar vrede exporteren. We moeten dit echt met z'n allen doen. Hoe meer wij polariseren … Alles wat wij doen, zelfs hier in dit gebouw, wordt buiten gekopieerd en gezien. Wij moeten het voorbeeld geven door de dialoog hier aan te gaan en de extremen niet op te zoeken. Dat zou mijn oproep zijn, ook hier.","Sender: Van Weel, message: Je mag kritiek hebben op Israël. Je mag kritiek hebben op beleid van de regering daar. Ook dat is een recht dat we met z'n allen hebben. Ik zal niemand tegenhouden om die kritiek te uiten. Maar het mag nooit een excuus worden om daarmee onder het mom van kritiek op Israël op te schuiven in de richting van antisemitisme. Daar ligt een grens. Die grens is niet aan mij, maar aan het OM en de rechter. Het is wel een grens die natuurlijk in de gaten gehouden wordt. Dus nee, ik zet mensen die kritiek hebben op Israël of op de regering helemaal niet weg. Daar hebben ze alle en het volste recht toe., Sender: El Abassi, message: Ik hoorde net een goed voorbeeld over een afbeelding met ""Juden raus"". Dat is verwerpelijk, maar daar hebben we hier niet over. We zien fractievoorzitters tweets sturen dat ze burgemeesters het land uit willen sturen. We zien partijen die NS in de schoenen schuiven dat ze antisemitisme faciliteren. Dat is de route waar we nu heen lijken te gaan. Vanochtend kwam Sharon Dijksma, de burgemeester van mijn stad, met de vraag of eigenlijk het verzoek richting het kabinet om afstand te nemen van deze uitspraken. Mijn vraag aan de minister is of hij ook afstand neemt van deze uitspraken.",15
2,"Toch nog even terug naar de demonstraties die we gisteren zagen op de stations. Ik heb de brief van meneer Koolmees, de directeur van NS, met aandacht gelezen. Hij geeft aan dat zij al eerder bij de minister van Justitie en Veiligheid hebben aangegeven dat stations niet geschikt zijn voor demonstraties, en dat NS en ProRail geen demonstraties meer willen toestaan. Verder in de brief schrijft hij dat hij dat al eerder aan het ministerie van Justitie en Veiligheid heeft laten weten, maar dat hij nog geen reactie heeft gehad. Hoe zit dat? Worden NS en ProRail in staat gesteld om het mogelijk te maken dat die demonstraties op andere plekken worden gehouden en dat, net als hier, wordt gezegd: niet op het station, wel op het Malieveld? Kan dat zo snel mogelijk mogelijk gemaakt worden?","Sender: El Abassi, message: Ik hoorde net een goed voorbeeld over een afbeelding met ""Juden raus"". Dat is verwerpelijk, maar daar hebben we hier niet over. We zien fractievoorzitters tweets sturen dat ze burgemeesters het land uit willen sturen. We zien partijen die NS in de schoenen schuiven dat ze antisemitisme faciliteren. Dat is de route waar we nu heen lijken te gaan. Vanochtend kwam Sharon Dijksma, de burgemeester van mijn stad, met de vraag of eigenlijk het verzoek richting het kabinet om afstand te nemen van deze uitspraken. Mijn vraag aan de minister is of hij ook afstand neemt van deze uitspraken., Sender; Van Weel, message: Ik ga over mijn eigen uitspraken, en daar zult u mij over horen. Ik heb me wel aangesloten bij de woorden van de burgemeester van Den Haag, de stad waar we nu zijn. Hij zei: laten we niet conflicten importeren, maar vrede exporteren. We moeten dit echt met z'n allen doen. Hoe meer wij polariseren … Alles wat wij doen, zelfs hier in dit gebouw, wordt buiten gekopieerd en gezien. Wij moeten het voorbeeld geven door de dialoog hier aan te gaan en de extremen niet op te zoeken. Dat zou mijn oproep zijn, ook hier.",3
3,"In algemene zin weet u dat ik demonstraties en hoe we met demonstraties omgaan als onderwerp heb geagendeerd. Ik vind dat we het demonstratierecht in Nederland ontzettend goed hebben georganiseerd. De Wet openbare manifestaties geeft mensen alle ruimte om de burgemeester om een locatie op een zichtbare plek te vragen. Wie er ook op het Malieveld staat en een petitie wil aanbieden, maakt niet uit. Ik ben gaarne bereid om dat te doen. Ik vind het namelijk een groot goed dat mensen hun boodschap kwijt kunnen. Tegelijkertijd worden de grenzen steeds vaker opgezocht, en wordt er gebruikgemaakt van het feit dat het demonstratierecht ook is beschermd op het moment dat de demonstratie niet is aangemeld. Dat kan, en strikt gezien klopt dat volgens de regels. Tegelijkertijd biedt dat burgemeesters enorme uitdagingen. Als ze niet weten waar demonstraties zijn, kunnen ze zich daar niet op voorbereiden. Zo kunnen er demonstraties op plekken zijn waar ze die niet willen hebben, bijvoorbeeld vanwege de doorstroom van verkeer. Mijn oproep is: hou je aan de wet. Als minister van Justitie vind ik dat geen vreemde oproep. Ik denk ook dat je hier prima kunt demonstreren wanneer je je aan de wet houdt. Dat geldt voor het aanvragen van demonstraties — dat gaat dus om de locaties — en het gedrag tijdens de demonstraties. Op het moment dat je demonstreert, moet je je aan de wet houden. Ga niet over tot gewelddadigheden of wanordelijkheden en laat iedereen in zijn waardigheid. In die context lees ik ook de brief van de NS. Niemand heeft toestemming gegeven voor demonstraties op stations. Tegelijkertijd zijn ze niet verboden. Het is dus aan de burgemeester om daar met het oog op de openbare orde een verantwoorde afweging in te maken. Dat zijn lastige afwegingen; dat heb ik u gezegd. Ik spreek veel van die burgemeesters. Ik zie dat ook als onderdeel van mijn taak, niet om die besluiten te nemen, maar wel om die dialoog aan te gaan, zo van: hoe krijgen we een gedeeld beeld van de worstelingen waar zij mee te maken hebben?","Sender: Van Weel, message: Ik ga over mijn eigen uitspraken, en daar zult u mij over horen. Ik heb me wel aangesloten bij de woorden van de burgemeester van Den Haag, de stad waar we nu zijn. Hij zei: laten we niet conflicten importeren, maar vrede exporteren. We moeten dit echt met z'n allen doen. Hoe meer wij polariseren … Alles wat wij doen, zelfs hier in dit gebouw, wordt buiten gekopieerd en gezien. Wij moeten het voorbeeld geven door de dialoog hier aan te gaan en de extremen niet op te zoeken. Dat zou mijn oproep zijn, ook hier., Sender: Bikker, message: Toch nog even terug naar de demonstraties die we gisteren zagen op de stations. Ik heb de brief van meneer Koolmees, de directeur van NS, met aandacht gelezen. Hij geeft aan dat zij al eerder bij de minister van Justitie en Veiligheid hebben aangegeven dat stations niet geschikt zijn voor demonstraties, en dat NS en ProRail geen demonstraties meer willen toestaan. Verder in de brief schrijft hij dat hij dat al eerder aan het ministerie van Justitie en Veiligheid heeft laten weten, maar dat hij nog geen reactie heeft gehad. Hoe zit dat? Worden NS en ProRail in staat gesteld om het mogelijk te maken dat die demonstraties op andere plekken worden gehouden en dat, net als hier, wordt gezegd: niet op het station, wel op het Malieveld? Kan dat zo snel mogelijk mogelijk gemaakt worden?",2
2,"Ik vind het heel goed dat de minister duidelijk benoemt dat demonstreren een grondrecht is en dat een burgemeester een zware verantwoordelijkheid heeft om het te wegen. Het verbieden van een demonstratie gaat namelijk heel ver en heeft grote impact. Maar mijn hele concrete vraag is de volgende. Ik zie dat NS worstelt met de vraag hoe men de stations goed bereikbaar houdt, ook voor noodhulp. Ik zie iedere keer dat het de burgemeester heel wat hoofdbrekens kost om dit op een fatsoenlijke manier te regelen met inachtneming van de grondrechten. Op dat moment is de minister van Justitie en Veiligheid aan zet om dat samen met die burgemeesters op een andere manier vorm te geven. We zien nu namelijk een uitholling van het demonstratierecht. Iedere keer is er een uitwas en staan wij hier allemaal te roepen ""hou hiermee op"", en daardoor wordt het demonstratierecht van goedwillende burgers steeds verder beperkt. Ik doe de minister daarom een oproep: als die brief er dan toch komt, moet het op dit punt een tandje scherper en concreter.","Sender: Bikker, message: Toch nog even terug naar de demonstraties die we gisteren zagen op de stations. Ik heb de brief van meneer Koolmees, de directeur van NS, met aandacht gelezen. Hij geeft aan dat zij al eerder bij de minister van Justitie en Veiligheid hebben aangegeven dat stations niet geschikt zijn voor demonstraties, en dat NS en ProRail geen demonstraties meer willen toestaan. Verder in de brief schrijft hij dat hij dat al eerder aan het ministerie van Justitie en Veiligheid heeft laten weten, maar dat hij nog geen reactie heeft gehad. Hoe zit dat? Worden NS en ProRail in staat gesteld om het mogelijk te maken dat die demonstraties op andere plekken worden gehouden en dat, net als hier, wordt gezegd: niet op het station, wel op het Malieveld? Kan dat zo snel mogelijk mogelijk gemaakt worden?, Sender: Van Weel, message: In algemene zin weet u dat ik demonstraties en hoe we met demonstraties omgaan als onderwerp heb geagendeerd. Ik vind dat we het demonstratierecht in Nederland ontzettend goed hebben georganiseerd. De Wet openbare manifestaties geeft mensen alle ruimte om de burgemeester om een locatie op een zichtbare plek te vragen. Wie er ook op het Malieveld staat en een petitie wil aanbieden, maakt niet uit. Ik ben gaarne bereid om dat te doen. Ik vind het namelijk een groot goed dat mensen hun boodschap kwijt kunnen. Tegelijkertijd worden de grenzen steeds vaker opgezocht, en wordt er gebruikgemaakt van het feit dat het demonstratierecht ook is beschermd op het moment dat de demonstratie niet is aangemeld. Dat kan, en strikt gezien klopt dat volgens de regels. Tegelijkertijd biedt dat burgemeesters enorme uitdagingen. Als ze niet weten waar demonstraties zijn, kunnen ze zich daar niet op voorbereiden. Zo kunnen er demonstraties op plekken zijn waar ze die niet willen hebben, bijvoorbeeld vanwege de doorstroom van verkeer. Mijn oproep is: hou je aan de wet. Als minister van Justitie vind ik dat geen vreemde oproep. Ik denk ook dat je hier prima kunt demonstreren wanneer je je aan de wet houdt. Dat geldt voor het aanvragen van demonstraties — dat gaat dus om de locaties — en het gedrag tijdens de demonstraties. Op het moment dat je demonstreert, moet je je aan de wet houden. Ga niet over tot gewelddadigheden of wanordelijkheden en laat iedereen in zijn waardigheid. In die context lees ik ook de brief van de NS. Niemand heeft toestemming gegeven voor demonstraties op stations. Tegelijkertijd zijn ze niet verboden. Het is dus aan de burgemeester om daar met het oog op de openbare orde een verantwoorde afweging in te maken. Dat zijn lastige afwegingen; dat heb ik u gezegd. Ik spreek veel van die burgemeesters. Ik zie dat ook als onderdeel van mijn taak, niet om die besluiten te nemen, maar wel om die dialoog aan te gaan, zo van: hoe krijgen we een gedeeld beeld van de worstelingen waar zij mee te maken hebben?",3
3,Ik ga die dialoog aan — dat heb ik gezegd — en daar betrek ik dit ook bij.,"Sender: Van Weel, message: In algemene zin weet u dat ik demonstraties en hoe we met demonstraties omgaan als onderwerp heb geagendeerd. Ik vind dat we het demonstratierecht in Nederland ontzettend goed hebben georganiseerd. De Wet openbare manifestaties geeft mensen alle ruimte om de burgemeester om een locatie op een zichtbare plek te vragen. Wie er ook op het Malieveld staat en een petitie wil aanbieden, maakt niet uit. Ik ben gaarne bereid om dat te doen. Ik vind het namelijk een groot goed dat mensen hun boodschap kwijt kunnen. Tegelijkertijd worden de grenzen steeds vaker opgezocht, en wordt er gebruikgemaakt van het feit dat het demonstratierecht ook is beschermd op het moment dat de demonstratie niet is aangemeld. Dat kan, en strikt gezien klopt dat volgens de regels. Tegelijkertijd biedt dat burgemeesters enorme uitdagingen. Als ze niet weten waar demonstraties zijn, kunnen ze zich daar niet op voorbereiden. Zo kunnen er demonstraties op plekken zijn waar ze die niet willen hebben, bijvoorbeeld vanwege de doorstroom van verkeer. Mijn oproep is: hou je aan de wet. Als minister van Justitie vind ik dat geen vreemde oproep. Ik denk ook dat je hier prima kunt demonstreren wanneer je je aan de wet houdt. Dat geldt voor het aanvragen van demonstraties — dat gaat dus om de locaties — en het gedrag tijdens de demonstraties. Op het moment dat je demonstreert, moet je je aan de wet houden. Ga niet over tot gewelddadigheden of wanordelijkheden en laat iedereen in zijn waardigheid. In die context lees ik ook de brief van de NS. Niemand heeft toestemming gegeven voor demonstraties op stations. Tegelijkertijd zijn ze niet verboden. Het is dus aan de burgemeester om daar met het oog op de openbare orde een verantwoorde afweging in te maken. Dat zijn lastige afwegingen; dat heb ik u gezegd. Ik spreek veel van die burgemeesters. Ik zie dat ook als onderdeel van mijn taak, niet om die besluiten te nemen, maar wel om die dialoog aan te gaan, zo van: hoe krijgen we een gedeeld beeld van de worstelingen waar zij mee te maken hebben?, Sender: Bikker, message: Ik vind het heel goed dat de minister duidelijk benoemt dat demonstreren een grondrecht is en dat een burgemeester een zware verantwoordelijkheid heeft om het te wegen. Het verbieden van een demonstratie gaat namelijk heel ver en heeft grote impact. Maar mijn hele concrete vraag is de volgende. Ik zie dat NS worstelt met de vraag hoe men de stations goed bereikbaar houdt, ook voor noodhulp. Ik zie iedere keer dat het de burgemeester heel wat hoofdbrekens kost om dit op een fatsoenlijke manier te regelen met inachtneming van de grondrechten. Op dat moment is de minister van Justitie en Veiligheid aan zet om dat samen met die burgemeesters op een andere manier vorm te geven. We zien nu namelijk een uitholling van het demonstratierecht. Iedere keer is er een uitwas en staan wij hier allemaal te roepen ""hou hiermee op"", en daardoor wordt het demonstratierecht van goedwillende burgers steeds verder beperkt. Ik doe de minister daarom een oproep: als die brief er dan toch komt, moet het op dit punt een tandje scherper en concreter.",2
4,"Ik hoor de minister elke keer spreken over dialoog en verbinding, maar hoezo moeten we een dialoog aangaan? Joden hebben toch het volste recht om in vrijheid en veiligheid in Nederland te leven? Waarom moeten we daar zogenaamd verbinding voor zoeken met elkaar? Het is toch onacceptabel wat er nu gebeurt? Ik hoor ook dat er al maatregelen worden genomen en dat het met voorrang wordt opgepakt, maar we zien daar helemaal niks van terug. Ik wil daarom heel graag van de minister weten wat er precies in die keiharde aanpak staat en in die nationale strategie antisemitismeaanpak, die binnenkort naar de Kamer komt.","Sender: Bikker, message: Ik vind het heel goed dat de minister duidelijk benoemt dat demonstreren een grondrecht is en dat een burgemeester een zware verantwoordelijkheid heeft om het te wegen. Het verbieden van een demonstratie gaat namelijk heel ver en heeft grote impact. Maar mijn hele concrete vraag is de volgende. Ik zie dat NS worstelt met de vraag hoe men de stations goed bereikbaar houdt, ook voor noodhulp. Ik zie iedere keer dat het de burgemeester heel wat hoofdbrekens kost om dit op een fatsoenlijke manier te regelen met inachtneming van de grondrechten. Op dat moment is de minister van Justitie en Veiligheid aan zet om dat samen met die burgemeesters op een andere manier vorm te geven. We zien nu namelijk een uitholling van het demonstratierecht. Iedere keer is er een uitwas en staan wij hier allemaal te roepen ""hou hiermee op"", en daardoor wordt het demonstratierecht van goedwillende burgers steeds verder beperkt. Ik doe de minister daarom een oproep: als die brief er dan toch komt, moet het op dit punt een tandje scherper en concreter., Sender: Van Weel, message: Ik ga die dialoog aan — dat heb ik gezegd — en daar betrek ik dit ook bij.",3
3,"Daar zult u al die aspecten in zien, want ja, het gaat ook om repressie. Het gaat om optreden tegen antisemitisme, en hard wat mij betreft. Vandaar die verzwaringsgrond, die al geldt voor dit soort vergrijpen. Daar moeten we tegen optreden. Tegelijkertijd is dat maar een deel van het verhaal. We zullen er toch ook met z'n allen voor moeten zorgen dat die zwijgende meerderheid gemobiliseerd wordt en dat we met z'n allen als maatschappij aangeven dat we dit niet accepteren. Dat geldt zeker in het geval van antisemitisme.","Sender: Van Weel, message: Ik ga die dialoog aan — dat heb ik gezegd — en daar betrek ik dit ook bij., Sender: Van Zanten, message: Ik hoor de minister elke keer spreken over dialoog en verbinding, maar hoezo moeten we een dialoog aangaan? Joden hebben toch het volste recht om in vrijheid en veiligheid in Nederland te leven? Waarom moeten we daar zogenaamd verbinding voor zoeken met elkaar? Het is toch onacceptabel wat er nu gebeurt? Ik hoor ook dat er al maatregelen worden genomen en dat het met voorrang wordt opgepakt, maar we zien daar helemaal niks van terug. Ik wil daarom heel graag van de minister weten wat er precies in die keiharde aanpak staat en in die nationale strategie antisemitismeaanpak, die binnenkort naar de Kamer komt.",4
1,Dank u wel. Tot zover dit onderwerp in dit vragenuurtje. Hartelijk dank aan de minister van Justitie en Veiligheid.,"Sender: Van Zanten, message: Ik hoor de minister elke keer spreken over dialoog en verbinding, maar hoezo moeten we een dialoog aangaan? Joden hebben toch het volste recht om in vrijheid en veiligheid in Nederland te leven? Waarom moeten we daar zogenaamd verbinding voor zoeken met elkaar? Het is toch onacceptabel wat er nu gebeurt? Ik hoor ook dat er al maatregelen worden genomen en dat het met voorrang wordt opgepakt, maar we zien daar helemaal niks van terug. Ik wil daarom heel graag van de minister weten wat er precies in die keiharde aanpak staat en in die nationale strategie antisemitismeaanpak, die binnenkort naar de Kamer komt., Sender: Van Weel, message: Daar zult u al die aspecten in zien, want ja, het gaat ook om repressie. Het gaat om optreden tegen antisemitisme, en hard wat mij betreft. Vandaar die verzwaringsgrond, die al geldt voor dit soort vergrijpen. Daar moeten we tegen optreden. Tegelijkertijd is dat maar een deel van het verhaal. We zullen er toch ook met z'n allen voor moeten zorgen dat die zwijgende meerderheid gemobiliseerd wordt en dat we met z'n allen als maatschappij aangeven dat we dit niet accepteren. Dat geldt zeker in het geval van antisemitisme.",24
1,Ik verwelkom de staatssecretaris van Onderwijs en ik geef graag het woord aan mevrouw Pijpelink van de fractie van GroenLinks-PvdA voor het stellen van een vraag.,"Sender: Van Weel, message: Daar zult u al die aspecten in zien, want ja, het gaat ook om repressie. Het gaat om optreden tegen antisemitisme, en hard wat mij betreft. Vandaar die verzwaringsgrond, die al geldt voor dit soort vergrijpen. Daar moeten we tegen optreden. Tegelijkertijd is dat maar een deel van het verhaal. We zullen er toch ook met z'n allen voor moeten zorgen dat die zwijgende meerderheid gemobiliseerd wordt en dat we met z'n allen als maatschappij aangeven dat we dit niet accepteren. Dat geldt zeker in het geval van antisemitisme.Sender: voorzitter, message: Dank u wel. Tot zover dit onderwerp in dit vragenuurtje. Hartelijk dank aan de minister van Justitie en Veiligheid.",17
16,"Voorzitter. Vandaag berichtte de AOb dat uit zijn onderzoek blijkt dat schoolbesturen een recordbedrag van 1 miljard euro uitgaven aan de inhuur van personeel voor onderwijs. Het primair en voortgezet onderwijs gaven vorig jaar samen ruim 1 miljard euro uit aan het inhuren van docenten en ander personeel van buiten. Dat is een stijging van 155 miljoen, oftewel 18%, ten opzichte van 2022, en dat in een tijd dat Nederland te maken heeft met een tekort aan leraren. Dat tekort is al enige jaren gaande en is voorlopig ook nog niet meteen opgelost. En wat gebeurt er ondertussen? 1 miljard euro wordt in het onderwijs uitgegeven aan de inhuur van extern personeel. Ik heb een paar vragen aan de staatssecretaris. De eerste vraag is of de staatssecretaris het met de GroenLinks-PvdA-fractie erover eens is dat dit betekent dat organisaties, zoals uitzendbureaus, aan het lerarentekort in het onderwijs verdienen, maar het in feite ook nog verergeren. De tweede vraag is — en dan stop ik even — wat de staatssecretaris hiervan vindt, maar vooral wat ze hiertegen gaat doen.","Sender: voorzitter, message: Dank u wel. Tot zover dit onderwerp in dit vragenuurtje. Hartelijk dank aan de minister van Justitie en Veiligheid. Sender: voorzitter, message: Ik verwelkom de staatssecretaris van Onderwijs en ik geef graag het woord aan mevrouw Pijpelink van de fractie van GroenLinks-PvdA voor het stellen van een vraag.",17
1,Het woord is aan de staatssecretaris.,"Sender: voorzitter, message: Ik verwelkom de staatssecretaris van Onderwijs en ik geef graag het woord aan mevrouw Pijpelink van de fractie van GroenLinks-PvdA voor het stellen van een vraag., Sender: Pijpelink, message: Voorzitter. Vandaag berichtte de AOb dat uit zijn onderzoek blijkt dat schoolbesturen een recordbedrag van 1 miljard euro uitgaven aan de inhuur van personeel voor onderwijs. Het primair en voortgezet onderwijs gaven vorig jaar samen ruim 1 miljard euro uit aan het inhuren van docenten en ander personeel van buiten. Dat is een stijging van 155 miljoen, oftewel 18%, ten opzichte van 2022, en dat in een tijd dat Nederland te maken heeft met een tekort aan leraren. Dat tekort is al enige jaren gaande en is voorlopig ook nog niet meteen opgelost. En wat gebeurt er ondertussen? 1 miljard euro wordt in het onderwijs uitgegeven aan de inhuur van extern personeel. Ik heb een paar vragen aan de staatssecretaris. De eerste vraag is of de staatssecretaris het met de GroenLinks-PvdA-fractie erover eens is dat dit betekent dat organisaties, zoals uitzendbureaus, aan het lerarentekort in het onderwijs verdienen, maar het in feite ook nog verergeren. De tweede vraag is — en dan stop ik even — wat de staatssecretaris hiervan vindt, maar vooral wat ze hiertegen gaat doen.",17
17,"Voorzitter, dank. Dank aan mevrouw Pijpelink voor deze vragen. Ik heb de cijfers inderdaad ook gelezen en niet alleen dat; wij monitoren ook wat er gebeurt op het vlak van externe inhuur. En ik vind dit geen goede ontwikkeling. Wat dat betreft vindt mevrouw Pijpelink mij aan haar zijde. Het is in de eerste plaats belangrijk dat leerlingen een vast gezicht voor de klas hebben, een goede vaste leraar. Tegelijkertijd is het ook belangrijk dat publiek geld dat wij in het onderwijs stoppen, in het onderwijs landt en niet in de zakken van commerciële bureaus. Wat doe ik eraan om dit tegen te gaan, was de vraag van mevrouw Pijpelink. Dat is in ieder geval die boodschap heel stevig uitdragen richting de werkgevers in het onderwijs. Dat ondersteun ik vervolgens door een wetsvoorstel dat nu in de maak is over strategisch hrm-beleid, shrm, dat ervoor zorgt dat goed werkgeverschap daadwerkelijk hand in hand gaat met goed personeelsbeleid van schoolbesturen. Hierin stellen we onder andere wettelijke eisen voor vaste en grotere contracten, want ik weet door mijn contacten in het onderwijsveld dat een van de redenen waarom leraren die maar kleine, vaste contracten hebben uiteindelijk bijvoorbeeld kiezen voor een zzp-positie, is dat ze het gevoel hebben dat ze aan het lijntje worden gehouden. Dat vind ik onbestaanbaar, zeker in deze tijden van tekorten. Je moet goede mensen aan je binden door vaste en grotere contracten. Dat gaan we wettelijk vastleggen. Dit is ook in lijn met de motie-Kwint/Westerveld, waar mevrouw Pijpelink ongetwijfeld van weet. Ik verwacht begin 2025 het wetsvoorstel naar de Raad van State te sturen.","Sender: Pijpelink, message: Voorzitter. Vandaag berichtte de AOb dat uit zijn onderzoek blijkt dat schoolbesturen een recordbedrag van 1 miljard euro uitgaven aan de inhuur van personeel voor onderwijs. Het primair en voortgezet onderwijs gaven vorig jaar samen ruim 1 miljard euro uit aan het inhuren van docenten en ander personeel van buiten. Dat is een stijging van 155 miljoen, oftewel 18%, ten opzichte van 2022, en dat in een tijd dat Nederland te maken heeft met een tekort aan leraren. Dat tekort is al enige jaren gaande en is voorlopig ook nog niet meteen opgelost. En wat gebeurt er ondertussen? 1 miljard euro wordt in het onderwijs uitgegeven aan de inhuur van extern personeel. Ik heb een paar vragen aan de staatssecretaris. De eerste vraag is of de staatssecretaris het met de GroenLinks-PvdA-fractie erover eens is dat dit betekent dat organisaties, zoals uitzendbureaus, aan het lerarentekort in het onderwijs verdienen, maar het in feite ook nog verergeren. De tweede vraag is — en dan stop ik even — wat de staatssecretaris hiervan vindt, maar vooral wat ze hiertegen gaat doen., Sender: voorzitter, message: Het woord is aan de staatssecretaris.",16
16,"Dank aan de staatssecretaris voor de beantwoording. Fijn dat zij het met onze fractie erover eens is dat deze commerciële manier van werken echt niet voor het onderwijs bedoeld is en ook niet oké is. Maar ik wil toch nog wel één stapje verder gaan. De staatssecretaris kijkt nu namelijk in regelgeving ook wel heel erg richting scholen. Volgens mij hebben scholen niet meer regels nodig, maar hebben scholen hulp nodig. Want ze huren natuurlijk op dit moment niet voor niets in, zou je kunnen zeggen; dat lerarentekort is er. Ik zei al: voor onze fractie is het klip-en-klaar dat deze context, deze situatie, juist bijdraagt aan het niet oplossen van het lerarentekort. Dus mijn vraag aan de staatssecretaris is: hoe gaat zij scholen hélpen? Wanneer gaat zij meer aan de andere knop draaien en dat lerarentekort oplossen?","Sender: voorzitter, message: Het woord is aan de staatssecretaris., Sender: Paul, message: Voorzitter, dank. Dank aan mevrouw Pijpelink voor deze vragen. Ik heb de cijfers inderdaad ook gelezen en niet alleen dat; wij monitoren ook wat er gebeurt op het vlak van externe inhuur. En ik vind dit geen goede ontwikkeling. Wat dat betreft vindt mevrouw Pijpelink mij aan haar zijde. Het is in de eerste plaats belangrijk dat leerlingen een vast gezicht voor de klas hebben, een goede vaste leraar. Tegelijkertijd is het ook belangrijk dat publiek geld dat wij in het onderwijs stoppen, in het onderwijs landt en niet in de zakken van commerciële bureaus. Wat doe ik eraan om dit tegen te gaan, was de vraag van mevrouw Pijpelink. Dat is in ieder geval die boodschap heel stevig uitdragen richting de werkgevers in het onderwijs. Dat ondersteun ik vervolgens door een wetsvoorstel dat nu in de maak is over strategisch hrm-beleid, shrm, dat ervoor zorgt dat goed werkgeverschap daadwerkelijk hand in hand gaat met goed personeelsbeleid van schoolbesturen. Hierin stellen we onder andere wettelijke eisen voor vaste en grotere contracten, want ik weet door mijn contacten in het onderwijsveld dat een van de redenen waarom leraren die maar kleine, vaste contracten hebben uiteindelijk bijvoorbeeld kiezen voor een zzp-positie, is dat ze het gevoel hebben dat ze aan het lijntje worden gehouden. Dat vind ik onbestaanbaar, zeker in deze tijden van tekorten. Je moet goede mensen aan je binden door vaste en grotere contracten. Dat gaan we wettelijk vastleggen. Dit is ook in lijn met de motie-Kwint/Westerveld, waar mevrouw Pijpelink ongetwijfeld van weet. Ik verwacht begin 2025 het wetsvoorstel naar de Raad van State te sturen.",17
